toi,tid,tfopwg_disp,sectors,pl_orbper,pl_trandep,pl_rade
4506.01,434105094,PC,,5.4107024,22498.1066362,2.9859726
4507.01,179582003,CP,,104.6162557,6111.4633395,15.8235575
4508.01,170789802,PC,,3.4672779,3657.0603553,2.1135466
4509.01,319610598,PC,,,3177.6204985,10.4883207
451.01,257605131,CP,,16.364873,2075.0944118,3.9248322
451.02,257605131,CP,,1.8586624,497.6683497,1.9323657
451.03,257605131,CP,,9.1910792,940.8500219,2.7251006
4510.01,340458804,PC,,194.2432864,810.9983952,4.4714848
4511.01,333674399,PC,,20.9040576,930.0,4.53003
4511.02,333674399,PC,,10.9776867,860.0,5.76837
4512.01,243014114,KP,,19.5620458,1397.8148985,3.2870868
4513.01,408261725,PC,,9.7607632,790.0,2.22799
4514.01,436875934,KP,,2.7535993,14460.0,10.7107
4515.01,456862677,CP,,15.2664658,16186.172954,12.2663968
4743.01,23725901,PC,,6.2185453,7840.0,19.4459
4744.01,293931909,PC,,4.8013522,4690.0,14.2355
4745.01,269278156,PC,,4.413935,10370.0,13.3105
4746.01,160180298,PC,,7.5395871,2920.0,4.39334
4747.01,235078021,PC,,5.2192426,1500.0,3.8343
4748.01,59770954,PC,,4.1018859,10690.0,13.8992
4749.01,153412485,PC,,1.3832999,9020.0,16.4864
475.01,100608026,PC,,8.2617663,1418.3308985,2.3414536
4750.01,317189702,PC,,3.2141617,3370.0,11.8959
4751.01,291580615,PC,,3.6014534,10790.0,
4752.01,237700098,PC,,5.0467874,7190.0,9.9097
4753.01,306604742,PC,,5.3970484,2800.0,11.7601
4754.01,61344769,PC,,3.6307276,10550.0,14.0586
4755.01,267197567,PC,,22.7273078,6510.0,19.0824
4756.01,119556803,PC,,8.0823172,4360.0,15.2282
4757.01,53744258,PC,,2.0804611,5260.0,11.5464
4758.01,34524670,PC,,5.7627112,9670.0,15.7774
4759.01,49705089,CP,,9.6578504,2300.0,9.98401
476.01,156987351,PC,,3.0629783,4201.1811431,14.5105081
4033.01,387330895,PC,,3.6142971,14219.0,
4034.01,375654303,PC,,1.8020923,8570.0,17.3634
4035.01,372392226,PC,,3.0295916,14333.0,
4036.01,367913453,FP,,2.7761628,1340.0,6.58454
4037.01,367287018,FP,,4.7257129,1740.0,10.5468
4038.01,366580825,PC,,4.2989288,4590.0,9.94472
4039.01,366120401,PC,,4.7308142,8780.0,9.85689
404.01,166833457,KP,,2.9626402,27118.3262165,12.65489
4040.01,356786657,PC,,7.1357259,1047.4205923,2.7853042
4041.01,345645749,PC,,7.8808589,5120.0,10.2354
4042.01,332393279,PC,,2.3238426,9780.0,13.8867
4043.01,322262448,PC,,5.1191172,6317.0,13.0806
4044.01,307956396,FP,,4.1508803,12290.0,8.31799
4045.01,298264260,PC,,7.9927894,16540.0,
4046.01,284760740,PC,,0.7583741,850.0,5.4111
4047.01,279769094,PC,,4.5029619,2890.0,9.44788
4048.01,279605855,FP,,1.972401,7460.0,14.7348
4049.01,259274960,PC,,31.4001189,15097.0640966,10.2456091
405.01,176984236,FP,,1.7560902,1650.0,7.52118
4294.01,30499203,PC,,2.4330551,15280.0,
4295.01,325527653,PC,,11.3929129,6880.0,10.0728
4296.01,72668830,FA,,19.9706574,1037.3799062,3.1454612
4296.02,72668830,PC,,5.0959342,809.862235,2.4168349
4296.03,72668830,PC,,12.4911003,900.1950063,2.66095
4297.01,28116365,PC,,16.5272651,1074.4297512,2.9241556
4298.01,146282666,PC,,722.2619756,480.796335,2.7207078
4299.01,67535663,PC,,6.6019866,600.0,3.55715
430.01,459942762,FP,,0.58644,443.281,2.31276
4300.01,266843799,FP,,0.8062768,660.0,9.05313
4301.01,307079330,PC,,6.5445251,787.0,2.62701
4302.01,182078202,PC,,38.7619532,785.4007844,2.5255313
4303.01,200296137,PC,,8.6110844,542.6102038,4.3063675
4304.01,366443426,KP,,15.5718552,380.0,2.44317
4304.03,366443426,KP,,31.7180208,292.8649645,2.2998049
4305.01,372068780,PC,,183.0019106,396.3670005,5.5931205
4516.01,85593751,KP,,3.7224626,19962.6105832,11.4694856
4517.01,301289516,KP,,1.2089755,668.0,1.68645
4518.01,398572544,KP,,3.408833,16032.0,14.2632
4519.01,419957393,PC,,5.8903558,8410.6143369,
452.01,139733308,KP,,4.7633952,13160.629831,10.2196833
4520.01,404243877,KP,,3.2047072,7448.0,
4521.01,439842788,KP,,3.0717182,14228.6266087,12.0054949
4522.01,369480087,FP,,0.3643225,38216.7895418,6.9527391
4523.01,427332229,KP,,2.7186256,13160.0,12.4543
4524.01,333657795,CP,,0.9260632,221.0,1.67736
4525.01,36592530,KP,,2.4841975,10361.0,13.3413
4526.01,39926974,KP,,2.2604346,6082.0199641,2.6794739
4527.01,380887434,CP,,0.3994445,330.8173737,0.9086617
4528.01,376981340,FA,,4.0249712,20420.7314775,10.8574371
4529.01,384888319,CP,,5.8795752,1352.7622114,1.8721219
453.01,452808876,KP,,2.70582,7500.0,18.4904
4530.01,35022727,KP,,3.6528112,18681.4630568,12.6675004
4760.01,291332861,PC,,7.7223185,11390.0,
4761.01,440849210,PC,,3.7863767,2190.0,9.94411
4762.01,119069946,PC,,4.3591525,1030.0,3.61577
4763.01,143072696,PC,,5.8679992,4550.0,14.2889
4764.01,268456052,PC,,1.6025971,13050.0,10.4975
4765.01,21747057,PC,,16.3734954,7810.0,
4766.01,271307949,PC,,1.9326573,14051.9827876,10.5088307
4767.01,157127081,PC,,2.7319222,3880.0,13.2415
4768.01,108940329,PC,,7.2644599,7988.0,15.0763
4769.01,333814134,PC,,2.8636452,8590.0,
477.01,170102285,KP,,2.9444273,20291.3838652,12.7921539
4770.01,112110888,PC,,1.9491813,11670.0,15.8333
4771.01,266441563,APC,,6.0049484,8932.0,12.6954
4772.01,455153906,PC,,2.8894603,17030.0,13.0354
4773.01,415276070,PC,,1.7454828,6919.1303309,14.1453349
4774.01,148129139,PC,,8.6000244,1620.0,4.55822
4775.01,412521892,PC,,2.4732088,2740.0,15.4982
4776.01,196286578,PC,,10.4137997,6720.0,10.0431
4777.01,170368805,PC,,2.9588764,12900.0,14.8585
4050.01,255865833,PC,,4.6546139,5540.0,12.7473
4051.01,237101326,FP,,1.5373948,2710.0,5.76435
4052.01,236775063,FP,,0.7409429,2460.0,4.58442
4053.01,235684392,FP,,21.7894491,12276.8028409,
4054.01,233719215,PC,,17.356719,12730.2717116,9.705386
4055.01,233053554,PC,,4.567925,18440.0,14.2306
4056.01,232567319,PC,,5.0518907,3310.0,9.11036
4057.01,230388132,PC,,2.4076941,4810.0,7.15781
4058.01,229639351,PC,,2.8668029,7280.0,
4059.01,229605891,PC,,2.0381761,23020.0,13.0071
406.01,153065527,CP,,13.1757294,2479.3477138,1.9602373
406.02,153065527,CP,,6.614911,1060.5715819,1.2731554
4060.01,229508727,PC,,23.1315739,8950.0,
4061.01,224601047,FA,,7.2087245,4690.0,
4062.01,219866209,PC,,6.7473822,14810.0,13.1026
4063.01,219499488,APC,,1.6323062,12429.1862217,15.8543427
4064.01,219489550,PC,,3.8823511,3177.344653,9.5364228
4065.01,219485050,PC,,3.5908038,6690.0,9.85407
4066.01,193556520,PC,,6.7201811,18030.0,11.5271
4305.02,372068780,PC,,374.3644315,310.5114444,5.1223706
4306.01,44898913,CP,,2.7299049,7427.7249664,1.3513606
4307.01,141186075,PC,,32.696666,108.5170828,1.3159881
4307.02,141186075,PC,,4.6545798,24.5834929,0.5531037
4308.01,144193715,CP,,9.1512776,1074.0,2.45142
4309.01,56662591,PC,,,661.1667085,2.5058764
431.01,31374837,CP,,12.4610086,2078.1425981,3.2809492
431.02,31374837,CP,,0.4900589,291.0399722,1.4741529
4310.01,303317324,PC,,29.5667355,1403.33897,2.6639199
4311.01,122617317,CP,,15.0700779,852.6165721,2.7293235
4311.02,122617317,CP,,0.9902892,278.9096992,1.4156529
4312.01,251086776,FA,,726.1175225,1707.6927809,2.4385296
4313.01,294324819,PC,,6.8227645,225.7612905,3.6003512
4314.01,459952217,FA,,73.580982,347.4450365,3.3991025
4315.01,139148528,PC,,8.2861614,617.1152562,2.2912229
4316.01,7020254,KP,,20.2730282,17182.0,10.4386
4531.01,262662119,KP,,4.53347,11929.8619692,13.221703
4532.01,376939759,KP,,5.8176452,9178.0,11.6459
4533.01,418761354,KP,,2.1747824,560.0,1.79105
4534.01,437704321,KP,,2.8492802,3881.5844287,4.6802283
4535.01,26017005,KP,,4.0984741,16869.9465037,14.8366922
4536.01,380907135,KP,,4.0460644,8004.0,18.2851
4537.01,251039147,PC,,6.6629951,949.4386612,3.7022837
4538.01,262715204,KP,,7.1385672,2064.0,3.60516
4538.02,262715204,KP,,3.4715644,883.544012,3.7089633
4538.03,262715204,KP,,10.4534748,1031.892884,2.6747709
4539.01,102264230,KP,,4.1591512,11970.9341343,12.2976844
454.01,153077621,APC,,18.082622,8002.7855656,3.911716
4540.01,388816604,PC,,2.5048178,1723.0,3.9467
4541.01,293432942,APC,,1.1339769,630.0,
4542.01,4464022,PC,,5.9167681,28729.1407932,23.7745145
4543.01,435336785,PC,,5.7740318,4820.0,24.6129
4544.01,435339847,KP,,8.2000875,1079.5927267,2.7997542
4812.01,81744640,PC,,3.3138453,3550.0,8.15594
4813.01,333810741,PC,,4.0492184,6560.0,
4814.01,32004914,PC,,5.545745,20790.0,15.8197
4815.01,19447218,PC,,8.9727235,10960.0,13.0195
4816.01,156990000,PC,,11.2473628,10340.0,15.7487
4817.01,60074373,FP,,3.190373,42550.0,12.0669
4818.01,181422954,PC,,2.6006996,5706.9248795,8.8613965
4819.01,82739585,PC,,1.5889429,22530.0,14.0293
482.01,365639282,FP,,10.8717,14603.37238,9.098964
4820.01,394223845,PC,,27.1358856,6405.8040691,10.9270095
4821.01,354937825,PC,,5.469359,5940.0,12.6725
4822.01,52936161,PC,,4.4712213,5140.0,15.8899
4823.01,348756659,PC,,3.7260939,18231.0352508,13.5887921
4824.01,179687771,PC,,5.124162,6630.0,13.6708
4825.01,53047383,PC,,2.8183053,7916.1131866,
4826.01,17683158,PC,,5.9730504,8220.0,13.7408
4827.01,332630868,FP,,736.5601487,3600.0,13.9475
4828.01,291469139,PC,,19.0286016,8910.0,8.13514
4829.01,268439377,FP,,0.9855374,3290.0,10.8393
4067.01,162577466,FP,,3.6772391,13763.2116365,13.2496189
4068.01,159334269,FP,,1.1578392,9660.0,11.2362
4069.01,143009290,PC,,2.7240303,12600.0,10.9383
407.01,349518800,APC,,2.1654694,4990.0,13.5615
4070.01,115270627,PC,,3.1504798,9210.0,10.0008
4071.01,115182469,PC,,6.5169955,930.0,2.26174
4072.01,85459171,PC,,2.1390271,19090.0,
4073.01,648958344,PC,,2.3079651,1650.0,
4074.01,628103717,PC,,3.2175013,11871.0,16.011
4075.01,627323667,PC,,3.0492435,7425.0,
4076.01,57193198,PC,,4.3965758,6250.0,9.71601
4077.01,57159675,PC,,5.5679111,12867.4456847,9.5108395
4078.01,444724127,PC,,3.1639309,4080.0,
4079.01,444558604,PC,,1.9872259,19450.0,15.6112
408.01,176778112,FP,,1.33679,700.0,2.70732
4080.01,428892437,PC,,3.7519831,17240.0,12.9516
4081.01,421973253,PC,,9.2584055,2039.8195589,11.7073433
4082.01,400899926,PC,,4.625568,9810.0,13.2242
4083.01,399444057,FP,,2.0714803,1660.0,9.7546
4317.01,422914082,PC,,358.2825093,1862.6949843,3.8800495
4318.01,311130133,PC,,1.1343824,313.8458861,1.7532446
4319.01,157115010,PC,,,6743.4455261,6.5519689
432.01,38686737,FP,,2.24704,18890.4,18.1799
4320.01,404518509,CP,,25.1290153,465.0,1.93226
4320.02,404518509,FA,,46.4093732,435.7347505,2.1862997
4321.01,325081244,PC,,,177.9248977,3.3520677
4322.01,13883872,PC,,13.4190972,348.2384065,2.4168515
4323.01,143022742,FA,,14.6762658,3499.9379734,2.8523348
4323.02,143022742,FA,,21.9692578,7940.6152389,4.1061739
4324.01,408416746,PC,,6.2509468,770.1195597,1.1306823
4325.01,202185707,PC,,1.6500673,2709.5349576,2.3990078
4326.01,303586471,PC,,1826.0790324,587.1608288,2.7599003
4327.01,140687214,PC,,0.8303285,680.0,3.44971
4328.01,77175217,PC,,703.79367,601.9566843,1.860295
4329.01,256722647,CP,,2.9224661,5724.017673,20.8842189
4545.01,610976842,KP,,4.0248735,23775.0,11.6786
4546.01,25911962,PC,,0.745637,932.0,7.71235
4547.01,206284139,KP,,3.0026495,4411.9691117,9.462384
4548.01,21130820,PC,,4.6003967,1130.0,5.39503
4549.01,9030119,PC,,3.3129214,1815.0,4.28877
455.01,98796344,CP,,5.358776,2708.4393715,1.4454154
4550.01,400972123,PC,,1.8868756,368.0,4.8297
4551.01,204650483,CP,,9.956296,1024.0,8.32411
4552.01,248250955,CP,,0.3011506,1457.6973975,1.2801124
4553.01,383721338,PC,,20.3129649,5194.3258042,10.8026737
4554.01,369768787,PC,,703.9376608,337.4561615,1.4669377
4555.01,141770198,PC,,522.6272677,238.5844154,2.2445426
4556.01,107018378,PC,,3.792456,3553.2788818,1.4571721
4557.01,258917846,PC,,32.291901,1517.2139238,5.1460938
4558.01,220414682,PC,,6.5812768,55.2290807,1.6765354
4559.01,271169413,CP,,3.9649053,1160.5626137,1.4999935
456.01,77228304,FP,,0.336826,18251.292089,15.240658
4778.01,145163386,PC,,3.8074213,8643.7888966,15.4202705
4779.01,170221808,PC,,10.7490194,9240.0,11.4707
478.01,172464366,FP,,2.921685,17562.44572,19.091127
4780.01,231937828,PC,,4.6942884,5310.0,16.4932
4781.01,176242778,PC,,1.9055614,5841.0,
4782.01,423128096,APC,,3.7244324,6600.0,
4783.01,218988652,APC,,6.7519508,11050.0,19.5004
4784.01,409207712,PC,,3.3583921,9170.0,8.84831
4785.01,50751260,PC,,6.4311106,5930.0,11.4436
4786.01,127012328,PC,,5.6984189,4031.0,10.8479
4787.01,431981595,PC,,3.5037708,6140.0,13.0482
4788.01,156999527,PC,,4.3930669,11110.0,14.0261
4789.01,134221850,PC,,7.5002702,8750.0,11.2467
479.01,306362738,KP,,2.7817379,12808.3940801,12.6841023
4790.01,452903647,APC,,1.6102435,5442.4785934,16.8320485
4791.01,100389539,CP,,4.2809767,7520.0,13.0113
4792.01,265350422,APC,,8.4481666,7405.0,10.2494
4793.01,65949719,PC,,3.4658629,9580.0,15.0462
4794.01,95589845,PC,,3.5658043,10030.0,13.7385
4084.01,346673534,PC,,15.634183,12980.0,11.238
4085.01,336840314,PC,,2.8285323,9695.9755103,10.3779772
4086.01,328814605,PC,,5.6917579,5379.1683802,12.6894204
4087.01,310002617,CP,,3.1774814,14190.0,13.9016
4088.01,302381397,PC,,2.7284428,10460.0,12.71
4089.01,298752252,PC,,3.2462849,9210.0,18.4686
409.01,167754523,FP,,6.7992776,210.0,1.09621
4090.01,289373041,PC,,3.177514,3640.0,5.10272
4091.01,289316336,FP,,3.0038696,760.0,3.44576
4092.01,288242606,PC,,7.495973,7790.0,12.6471
4093.01,284454822,PC,,10.4722034,1769.0,3.13882
4093.02,284454822,PC,,17.7046155,1283.7058316,2.8587599
4094.01,280035202,PC,,4.9111786,606.3968298,3.4399601
4095.01,274974693,PC,,4.1539244,7500.0,9.73932
4096.01,272782321,PC,,10.1045108,1490.0,3.3818
4097.01,264295655,PC,,2.7741864,1910.0,3.6487
4098.01,264223828,PC,,1.1789842,1160.0,5.02454
4099.01,264173803,PC,,4.3954123,850.0,2.02986
433.01,188989177,FP,,1.17409,3680.0,49.6799
4330.01,47617038,FP,,3.3513304,400.0,17.7728
4331.01,148833828,PC,,2.9034242,860.0,6.62177
4332.01,178959058,FP,,5.4468377,842.0,4.39864
4333.01,144645881,PC,,8.9021443,1427.9681446,9.954598
4334.01,128531633,PC,,8.2197647,1040.0,7.65998
4335.01,443658196,FP,,4.5006638,2110.0,14.2378
4336.01,166184428,CP,,16.3363665,3884.6785375,2.0492403
4337.01,399642071,FP,,2.2887763,1890.6463423,2.8057654
4338.01,253434221,APC,,7.4997158,3023.5215223,13.7499035
4339.01,7439481,FP,,1.2540806,66025.099426,10.3493319
434.01,78055054,KP,,4.3888516,24964.547823,13.8994523
4340.01,454038613,PC,,2.6680587,580.0,3.45609
4341.01,62301521,FA,,18.4043334,9135.2110162,1.2834433
4342.01,354944123,CP,,5.538329,1407.1118648,2.2721409
4342.02,354944123,CP,,10.6886084,1501.1726341,2.4642245
4560.01,307716123,PC,,3.7634028,140.4352916,2.4144238
4561.01,33716474,PC,,8.9356558,420.5298106,2.0224563
4562.01,349576261,CP,,225.1037885,10850.1349366,13.2081506
4563.01,418255064,PC,,743.4843888,5535.4604085,5.4510788
4564.01,400786146,FP,,22.1536777,4469.3198771,12.6297905
4565.01,381897917,PC,,692.5150646,1810.2811624,2.2782015
4566.01,269728501,PC,,2.0844882,609.0046533,1.881105
4567.01,307849973,PC,,0.8409429,549.3465906,1.6732084
4567.02,307849973,PC,,23.5422422,1411.9717256,2.3109407
4568.01,447088034,PC,,14.0063765,300.0,2.26316
4569.01,149126400,FP,,1.2253159,6006.5175069,2.3820012
457.01,89256802,PC,,1.1759834,14881.4796123,7.7193559
4570.01,137402055,KP,,1.9737719,32350.4373939,14.2783974
4571.01,48451130,KP,,30.3599812,19347.5990647,11.2141216
4572.01,154940895,PC,,13.4755461,1090.0934414,1.5718719
4795.01,107090327,PC,,2.7431176,8230.0,
4796.01,65905621,PC,,3.5775958,8730.0,15.3215
4797.01,265011923,PC,,2.9922495,10895.0,20.032
4798.01,274137295,PC,,5.5261155,7330.0,9.00518
4799.01,65805840,PC,,4.0234634,7560.0,12.891
480.01,317548889,CP,,6.8659582,334.0145589,2.8144915
4800.01,280307604,FP,,4.3229915,1980.0,7.54314
4801.01,419092044,PC,,3.251269,7880.0,
4802.01,50575306,PC,,1.7131374,3850.0,6.86542
4803.01,19117967,PC,,8.4516737,2930.0,8.2562
4804.01,320341952,PC,,5.0648401,915.0,8.28506
4805.01,7976072,PC,,8.9981735,6480.0,9.52189
4806.01,96317115,PC,,8.4476983,2000.0,4.97976
4807.01,174546820,PC,,17.6868627,10310.0,8.80381
4808.01,126772538,FP,,1.4700596,4760.0,16.1051
4809.01,143724857,PC,,4.4722598,3606.5417294,9.0734924
481.01,339672028,CP,,10.3311621,4577.0,11.9428
4810.01,281225729,PC,,2.4162514,2970.0,14.6399
4811.01,334414389,PC,,0.9828259,1732.3324754,21.8486399
410.01,206466531,FP,,1.42744,450.0,7.86301
4100.01,243297296,PC,,3.585982,2920.0,
4101.01,243280335,PC,,4.3202706,3400.0,
4102.01,237235093,FP,,2.6834113,760.0,2.33576
4103.01,235902467,PC,,12.2740928,14450.0,12.7514
4104.01,235664497,PC,,2.3757662,7500.0,19.1019
4105.01,233576159,PC,,5.7152049,2080.0,10.4523
4106.01,233535738,APC,,16.3558787,1220.0,3.48406
4107.01,232632239,PC,,3.5322939,2450.0,3.40196
4108.01,232603560,PC,,14.4348737,1640.0,8.117
4109.01,230084146,PC,,12.320331,5790.0,5.10721
411.01,100990000,CP,,9.5730787,288.090893,1.7744586
411.02,100990000,CP,,4.0403007,143.5196245,1.2778847
4110.01,230075120,FP,,0.7676706,340.0,2.98877
4111.01,230006888,PC,,12.2788421,4960.0,9.64521
4112.01,229976631,FA,,10.7166249,1308.3913665,2.16171
4113.01,229786610,PC,,22.1575175,837.0,2.17495
4114.01,229408913,PC,,4.8038539,2380.362129,4.0981388
4343.01,278988097,PC,,11.5418525,415.9874628,1.8822681
4344.01,38939275,PC,,731.4808779,244.9088772,3.2537107
4345.01,469791892,PC,,12.8910022,15119.3900089,2.3547529
4346.01,389371332,FP,,3.9077116,599.6319099,1.5722799
4347.01,32498058,PC,,35.3573239,617.495317,4.0299536
4348.01,350299588,PC,,602.2450921,220.3440139,2.8742544
4349.01,313889049,PC,,749.1605231,1750.9801691,2.343896
435.01,44647437,PC,,3.352907,4205.1961016,5.2933196
4350.01,50379036,PC,,4.8759656,154.830677,1.4450569
4351.01,358253047,PC,,20.1459438,575.5886941,2.4401617
4352.01,237332812,PC,,11.8918633,362.6899452,1.692303
4353.01,176797879,PC,,718.1809317,973.6269156,1.3653089
4354.01,332715376,PC,,10.6306165,775.4826057,2.7943472
4355.01,260655847,PC,,,186.2920833,3.0678483
4356.01,149389419,PC,,579.6472035,564.4270183,4.054669
4573.01,362103298,PC,,10.7155521,424.299807,1.4160391
4574.01,298428237,PC,,0.768988,870.0,2.01326
4575.01,372759746,PC,,27.9815639,722.0,2.85252
4576.01,157667414,PC,,10.4834062,1767.8841835,3.5119412
4577.01,138364831,KP,,1.6255124,10095.3614497,11.2971803
4578.01,154474036,PC,,8.6239097,675.1210806,2.9176946
4579.01,27769688,KP,,88.495683,2838.5756569,5.1574303
458.01,64071894,PC,,17.5288347,1131.5075681,2.8950078
4580.01,219742885,PC,,0.9167992,39.0383592,0.6115871
4581.01,273231214,KP,,22.3428773,5934.9200116,11.3355032
4581.02,273231214,KP,,,3767.5217478,8.9205086
4582.01,219854519,CP,,31.0343214,1572.1891091,10.1577688
4583.01,103604037,FA,,19.5202386,2962.4035565,
4584.01,120255950,KP,,31.5786847,2119.3256676,4.8743389
4585.01,233529335,PC,,,384.7552746,2.5653805
4586.01,416534875,PC,,5.3909915,570.0,2.22182
3850.01,143008050,PC,,14.4832964,10870.0,13.2087
3851.01,142739544,PC,,3.383466,1400.0,4.68953
3852.01,142635225,PC,,16.1020097,22600.0,13.9974
3853.01,142618165,PC,,5.6922342,1550.0,4.57552
3854.01,142562395,PC,,3.2693612,10790.0,9.96136
3855.01,126325149,PC,,3.4952497,19250.0,12.6528
3856.01,125552076,PC,,2.0436029,12980.0,13.3605
3857.01,105379013,PC,,3.2956376,20300.0,12.4635
3858.01,86273567,PC,,16.5968329,1750.0,4.85367
3859.01,1122079,APC,,1.8460997,3740.0,16.4485
386.01,238059180,PC,,5.1119781,1415.0,10.6694
3860.01,416542079,PC,,3.0012386,13660.0,14.4673
3861.01,396950329,PC,,1.7763987,5670.0,10.8531
3862.01,141205978,CP,,1.5574603,3900.0,6.15317
3863.01,383531543,PC,,10.9543562,8770.0,9.03653
3864.01,1001477809,FP,,7.6605425,5210.0,
3865.01,376688393,PC,,3.011593,6740.0,
3866.01,376632626,PC,,2.1371195,15620.0,13.2766
3867.01,320208949,PC,,5.7310859,10870.0,11.8502
4115.01,199610140,PC,,2.9855843,9990.0,10.0005
4116.01,198616607,FP,,3.6311186,6300.0,15.6552
4117.01,198189972,PC,,25.0930011,5820.9357478,10.3058363
4118.01,193773468,PC,,2.5551882,11630.0,13.5962
4119.01,160618074,PC,,5.201975,4990.0,9.15316
412.01,7624182,FP,,1.1096992,620.0,9.33715
4120.01,159438097,PC,,4.8952783,4730.0,14.0672
4121.01,157218656,PC,,2.8622679,14440.0,18.4047
4122.01,156215204,APC,,2.4307782,1310.0,12.4035
4123.01,153896150,PC,,2.787945,3211.467356,7.5851475
4124.01,150761163,PC,,3.4138019,9850.0,22.5559
4125.01,147761049,PC,,4.7155974,11242.4339671,18.3601489
4126.01,141616639,FP,,3.2428744,1470.0,2.3171
4127.01,141488193,CP,,56.4043748,9060.0,12.5447
4128.01,137420801,PC,,1.9795413,2640.0,4.77367
4129.01,123357034,PC,,3.2724973,5320.0,5.6778
413.01,170634116,KP,,3.6623918,12253.6582523,17.2805567
4130.01,71396541,FP,,6.269716,1240.0,3.86288
4357.01,300011941,FP,,1.8141215,129.4041201,1.3180464
4358.01,273418421,PC,,97.6087634,658.8471408,2.3777411
4359.01,133505138,FP,,2.4360845,350.0,2.46916
436.01,44745077,FP,,1.8756,5666.3,
4360.01,52307802,PC,,3.0749507,1979.2841401,1.6050039
4361.01,334632624,PC,,741.4238314,503.5494079,2.776093
4362.01,238164799,PC,,7.5480709,239.8900935,2.6024598
4363.01,325682877,PC,,2.118659,664.8120556,1.8325534
4364.01,4070275,CP,,5.4240691,1766.8589296,2.093707
4365.01,413343957,PC,,3.3784364,1232.0,5.0917
4366.01,297361900,PC,,2.6374449,495.0,4.35478
4367.01,313675203,FP,,2.5025812,807.0,4.90076
4368.01,314724818,FP,,4.4518604,3558.2211894,34.0312942
4369.01,278862750,PC,,13.576858,263.0,3.5804
437.01,32499655,KP,,2.7439029,13852.3979585,11.9292388
4370.01,335040423,PC,,2.5610662,170.0,2.3454
4371.01,450649506,PC,,1.0604139,1050.0,4.5487
4587.01,137683938,KP,,3.2903136,15334.2181362,7.5296069
4588.01,48031665,PC,,13.1187746,333.0027831,2.9857871
4589.01,164458714,KP,,17.8335899,289.0,2.16267
459.01,38603673,APC,,4.4291257,561.4845395,14.1361948
4590.01,154923406,PC,,25.9213509,589.3171527,1.9119702
4591.01,356868487,FP,,27.9102929,18279.5176543,19.2884326
4592.01,122785299,KP,,8.8849511,16966.9658671,12.6838437
4593.01,399954349,KP,,7.8344688,2017.3628771,3.7973353
4593.02,399954349,KP,,3.0051929,737.8355831,2.1434355
4594.01,158555987,FP,,5.5460893,1956.6215347,8.8601851
4595.01,159725995,KP,,3.7705865,12789.7368577,15.822462
4596.01,86951294,PC,,4.1194175,722.0,2.68492
4597.01,68573534,PC,,4.6663795,6900.0,13.2255
4598.01,29017001,PC,,8.2003748,1521.0,15.9053
4599.01,307809773,CP,,2.7694936,712.0,1.27326
4599.02,307809773,CP,,5.7060868,821.0,1.89602
3868.01,310994622,PC,,18.565813,9420.0,7.83236
3869.01,253044312,APC,,11.2005651,7000.0,15.4812
387.01,92359850,FP,,4.155,4900.0,11.0678
3870.01,165989915,PC,,2.6292572,3790.0,8.44711
3871.01,165468291,PC,,4.754432,13130.0,11.4372
3872.01,165431806,PC,,4.4100654,6450.0,8.08157
3873.01,154126149,PC,,3.8951475,8970.0,14.6884
3874.01,154105890,PC,,5.5822739,7390.0,11.6541
3875.01,153978165,PC,,6.0835972,8460.0,12.0351
3876.01,150388393,PC,,6.5846694,22460.0,14.5999
3877.01,144310492,PC,,4.1225477,5760.0,12.0574
3878.01,141275395,PC,,0.8377576,1410.0,6.706
3879.01,139086171,PC,,4.8104679,1940.0,4.19665
388.01,422655579,KP,,2.9036858,4642.2749148,14.913823
3880.01,138973825,PC,,2.1614819,6340.0,8.10367
3881.01,136998882,PC,,3.3401814,4960.0,8.19874
3882.01,101643582,APC,,2.071333,1920.0,6.35115
3883.01,99330090,FP,,7.0080817,14900.0,13.1807
4131.01,47937361,PC,,2.3382502,13090.0,11.123
4132.01,335655755,PC,,11.7647926,4428.9591948,11.5240963
4133.01,468396217,PC,,4.1571604,8040.0,
4134.01,420803693,FP,,0.9135968,540.0,2.17077
4135.01,288471040,FP,,2.5139764,560.0,4.90303
4136.01,420680343,PC,,3.7630305,1580.0,5.96705
4137.01,417646390,CP,,3.8016217,8310.0,13.6371
4138.01,257060897,CP,,3.660032,7749.7203265,17.5565568
4139.01,408729765,FP,,4.6200781,3480.0,7.04607
414.01,325680697,FP,,1.82488,2950.0,24.8366
4140.01,400103802,PC,,4.2511214,13830.0,11.2617
4141.01,400093775,PC,,3.6022715,9700.0,14.4799
4142.01,39573090,PC,,3.6593967,4230.0,12.1105
4143.01,371711170,FP,,9.8482192,1670.0,13.8742
4144.01,313194972,PC,,16.9020565,14890.0,11.3763
4145.01,279947414,CP,,4.0664446,19740.0,12.1827
4146.01,23124038,APC,,0.7011578,5890.0,13.2816
4147.01,138329479,PC,,2.3745416,10590.0,13.6144
4372.01,401980624,PC,,3.2751914,827.0,2.81574
4373.01,315350812,PC,,5.9422824,1160.0,5.90656
4374.01,308191940,PC,,13.2689495,770.0,7.74981
4375.01,343708863,FP,,5.9685742,340.0,6.64236
4376.01,250306572,PC,,1.6089592,320.0,4.49321
4377.01,394918211,CP,,4.3780194,1604.3825129,14.3632742
4378.01,394721720,PC,,1.0690665,2898.6037459,9.4235411
