TIC,m_TIC,RAJ2000,DEJ2000,pmRA,pmDE,Tmag,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,TESSebs,Simbad
288735205,1,282.1002971369,79.2560447193,-5.658,100.203,11.153,1871.03142,0.0003746149,3.477984,3.0312319e-06,0.252,,,,,,,0.04688,0.03,1.609e-05,,,,TESSebs,Simbad
362104293,1,268.2077429311,68.4549812854,47.409,32.612,10.11,1706.955057,0.0003789525,28.9620253,6.5517093e-05,0.026,0.005,0.039,1.0,0.005,0.019,0.331,0.006844,0.035,1.0,0.007,0.027,0.3313,TESSebs,Simbad
269126567,1,299.7010539139,43.2956066312,-0.618,-2.192,9.502,1691.837873,0.003619988,13.6752164,0.00032692283,0.261,0.036,0.251,1.003,,,,0.06907,0.417,0.003055,,,,TESSebs,Simbad
273376048,1,297.6944027735,47.8789486609,-3.188,-11.433,11.718,1685.894609,0.001560278,12.5688999,0.011283954,0.069,0.01,0.02,1.0,,,,0.01889,0.034,1.0,,,,TESSebs,Simbad
48191564,1,282.6716449068,50.9132890379,-6.484,-17.763,11.74,1679.863017,0.0006531847,9.5689982,5.4779642e-05,0.248,0.029,0.017,0.9998,,,,0.05234,0.04,0.9998,,,,TESSebs,Simbad
63451547,1,292.7854216208,45.6301801927,-1.408,-7.619,11.934,1684.078443,0.0004182699,0.9791375,1.332818e-05,0.67,0.078,0.032,1.0,,,,0.1395,0.056,0.9999,0.09,0.018,0.5008,TESSebs,Simbad
362187226,1,294.8049272143,22.1255503226,12.728,11.889,13.529,1683.753495,0.001543222,0.7939721,8.3008126e-05,0.592,0.159,0.083,0.9943,0.186,0.023,0.502,0.2213,0.093,0.9954,,,,TESSebs,Simbad
121945407,1,289.2874097636,41.2648064801,1.602,-7.644,6.286,1684.81589,5.900883e-05,0.9055703,0.00027376254,0.495,0.087,0.003,1.008,0.079,0.002,0.506,,,,,,,TESSebs,Simbad
352165018,1,305.2528782048,49.2052321084,4.434,-7.924,9.197,1687.290178,9.309844e-05,4.9045156,9.4335671e-06,0.459,0.057,0.281,1.0,0.06,0.215,0.5,0.08694,0.292,2.173e-05,0.089,0.234,0.5,TESSebs,Simbad
263635510,1,164.049483468,78.0933914305,-45.504,-26.722,10.698,1684.076432,0.0001017235,1.7537727,4.5263598e-07,0.336,0.043,0.056,1.0,0.042,0.05,0.5,0.05591,0.061,0.0002677,0.066,0.051,0.5002,TESSebs,Simbad
198280388,1,250.2743797041,60.6062088539,5.922,3.905,11.284,1683.637607,1.654082e-05,0.4884028,4.4191629e-08,0.793,0.111,0.107,0.9993,0.14,0.093,0.5,0.3066,0.263,0.9994,0.302,0.251,0.5009,TESSebs,Simbad
273778807,1,298.2075376416,42.2011244713,-0.558,-4.486,11.611,1683.449019,0.01667675,1.1109005,1.0029777e-05,0.973,0.242,0.035,1.001,0.307,0.028,0.505,,,,,,,TESSebs,Simbad
290035575,1,290.6962324228,48.2030092794,10.293,4.784,10.658,1683.417634,2.524636e-05,0.9523769,9.7338368e-07,0.616,0.124,0.421,1.0,0.124,0.406,0.5,0.1991,0.528,1.0,0.201,0.51,0.5,TESSebs,Simbad
268610013,1,299.1616848939,45.0519168986,-2.018,-9.261,11.417,1684.844111,0.0003656333,1.6796617,9.6736854e-06,0.575,0.135,0.069,0.9998,0.112,0.014,0.501,0.2038,0.082,0.0001975,0.273,0.021,0.4989,TESSebs,Simbad
193867475,1,269.3922473708,47.5082940165,10.06,-13.369,11.781,1686.890526,0.0001998876,1.7771916,1.6845253e-06,0.484,0.047,0.021,1.001,0.047,0.02,0.501,0.06251,0.023,0.4999,0.074,0.022,0.001123,TESSebs,Simbad
27843942,1,296.4418883574,51.2242987667,6.46,-2.698,11.833,1684.84755,2.157677e-05,1.5218739,1.5606392e-05,0.472,0.059,0.366,0.5015,0.06,0.365,1.002,0.07903,0.425,0.001935,0.099,0.407,0.5019,TESSebs,Simbad
158393140,1,287.1531208587,45.9838591656,-2.911,-4.401,11.88,1683.684847,0.0001000145,0.8768263,2.1828694e-07,0.62,0.133,0.139,1.0,0.122,0.01,0.495,0.2115,0.164,0.0001611,0.233,0.03,0.5,TESSebs,Simbad
259006174,1,290.3177312869,70.2361329892,82.371,137.219,11.058,1682.657713,0.02399831,1.939628,3.8630385e-05,0.322,,,,,,,0.06866,0.001,0.9994,,,,TESSebs,Simbad
202442974,1,227.9351034145,63.6219799258,-20.183,9.095,7.946,1871.071276,0.0001969821,2.738921,4.7076139e-06,0.383,0.053,0.087,1.0,0.053,0.028,0.5,0.07699,0.096,1.0,0.077,0.033,0.5001,TESSebs,Simbad
147950620,1,167.8204822003,69.9647084566,79.486,15.428,10.478,1684.924518,0.0007604959,2.3106307,8.2175131e-06,0.221,0.026,0.005,1.0,,,,0.04299,0.007,0.0006161,,,,TESSebs,Simbad
301072091,1,298.385577541,21.2887907218,-2.054,-6.328,8.356,1683.605392,0.0027706,7.9062585,0.0022731206,0.323,0.024,0.068,0.999,0.025,0.059,0.499,0.03831,0.069,0.9994,0.038,0.063,0.5,TESSebs,Simbad
203001339,1,304.6432477193,33.2692401042,-23.7,-10.3,7.71,1689.571458,9.065464e-05,9.0673009,5.1919914e-05,0.104,0.017,0.039,1.0,0.023,0.023,0.378,0.02488,0.043,1.0,0.033,0.026,0.3778,TESSebs,Simbad
170344769,1,298.1500848704,40.6562062816,-4.909,-7.245,13.112,1694.406664,0.0009915534,11.259333,0.00031267109,0.16,0.028,0.264,0.9999,0.023,0.25,0.553,0.03841,0.277,6.84e-05,0.032,0.262,0.5526,TESSebs,Simbad
159105847,1,289.6946194666,43.6260102605,0.055,6.956,9.517,1684.267319,0.0164906,1.3147148,0.00011158035,0.765,0.181,0.005,1.001,,,,,,,,,,TESSebs,Simbad
158728853,1,288.4415575957,45.6090170512,-0.475,0.899,11.23,1684.055687,0.001170985,1.6564461,7.516168e-05,0.474,0.056,0.032,0.9999,0.057,0.029,0.501,0.08856,0.038,0.9992,0.074,0.029,0.5,TESSebs,Simbad
164554097,1,283.737270022,44.4728762318,-1.703,-2.325,11.954,1684.40429,0.001022565,9.726541,3.7309221e-05,0.161,0.019,0.046,0.9999,,,,0.02708,0.051,0.9999,,,,TESSebs,Simbad
356198153,1,266.8831286975,50.9425138644,-13.188,0.742,11.796,1683.398933,0.0009289568,0.4681811,4.516903e-07,0.86,0.159,0.075,1.001,0.223,0.068,0.5,0.3901,0.127,0.00341,,,,TESSebs,Simbad
240178198,1,292.921674919,46.8121316331,0.143,0.147,10.832,1684.097483,0.0001420589,1.3826032,1.8719752e-05,0.788,,,0.9988,,,0.516,0.1713,0.093,0.001045,0.186,0.09,0.5,TESSebs,Simbad
272176884,1,296.0164125063,43.4367517624,2.378,0.443,11.525,1683.620533,2.387735e-05,0.4177289,3.6156756e-07,0.774,0.185,0.108,1.001,,,,,,,,,,TESSebs,Simbad
281948821,1,286.648432,28.122433,,,15.534,1683.411821,0.0001358654,0.1121159,1.9177944e-06,0.507,0.092,3.169,0.9978,,,,0.1429,4.673,0.9969,,,,TESSebs,Simbad
160228595,1,181.7125824679,77.3158139026,-19.83,-4.655,10.312,1684.873565,7.371904e-05,2.0922296,1.0493213e-06,0.459,0.067,0.298,1.0,0.07,0.063,0.5,0.09958,0.311,4.426e-05,0.104,0.07,0.5002,TESSebs,Simbad
113098812,1,292.6844598978,24.9302602733,2.929,-12.644,9.451,1682.1919,0.0007955842,4.8960145,0.00045845295,0.287,0.038,0.033,1.0,,,,0.05492,0.034,0.0004761,,,,TESSebs,Simbad
441808796,1,266.4954438863,72.636083626,-12.645,9.2,11.251,1920.686977,0.01315832,15.4713374,0.00038967436,0.244,0.007,0.005,0.5647,,,,0.01239,0.008,0.5658,0.213,0.002,0.9702,TESSebs,Simbad
198537349,1,237.1244912346,62.3443508734,-24.228,34.716,8.238,1691.167657,6.396086e-05,9.5785564,1.863795e-05,0.106,0.016,0.063,0.9999,,,,0.0225,0.068,1.0,,,,TESSebs,Simbad
272720444,1,296.9348403874,44.850112244,2.3,-0.1,10.89,1693.0633,0.001031962,14.1690365,0.00070043051,0.144,0.01,0.015,1.001,,,,0.01795,0.04,0.0007231,,,,TESSebs,Simbad
356896561,1,273.1706054684,54.7685835617,15.1,-11.7,9.149,1685.409425,1.096744e-05,2.2533509,1.1392877e-07,0.455,0.063,0.234,1.0,0.065,0.099,0.5,0.09283,0.258,1.0,0.096,0.113,0.5,TESSebs,Simbad
1883519478,1,294.6715965014,54.9737894622,34.885,162.839,5.454,1716.790212,0.0001964012,7.6407461,1.541347e-05,0.125,0.017,0.71,1.0,0.037,0.349,0.737,0.02404,0.761,1.0,0.051,0.366,0.7367,TESSebs,Simbad
256368884,1,298.3626763312,60.8679709671,8.055,-6.063,10.418,1683.520217,0.001310623,4.1991759,1.836381e-05,0.508,0.059,0.012,0.9997,,,,0.1077,0.027,0.9993,0.154,0.003,0.4997,TESSebs,Simbad
120362128,1,284.9260694228,36.5510351726,-2.249,25.251,8.476,1684.658554,0.2360868,1.6439225,0.00011022213,0.567,,,,,,,0.2819,0.033,0.9951,,,,TESSebs,Simbad
273574141,1,297.9231833422,43.2562811373,0.276,-6.821,11.08,1683.903335,0.0008089706,1.0756491,3.5934086e-05,0.522,,,-0.03046,,,0.946,0.1906,0.01,0.9955,,,,TESSebs,Simbad
272781956,1,238.2403008859,68.7249893297,-19.598,-3.031,9.403,1683.140257,2.946353e-05,1.6504237,8.6170103e-08,0.515,0.085,0.223,0.9996,0.087,0.078,0.5,0.1266,0.25,0.9995,0.132,0.094,0.4998,TESSebs,Simbad
165310952,1,299.2429420462,54.7995223834,2.029,6.717,8.446,1683.563453,4.470413e-05,1.8052185,5.7512289e-06,0.598,0.146,0.401,1.0,0.143,0.053,0.501,0.2504,0.47,9.049e-05,0.242,0.107,0.5002,TESSebs,Simbad
137975907,1,293.094955242,38.3612303875,4.127,3.515,12.001,1683.86734,0.0003852048,1.7032721,0.00011226961,0.453,0.061,0.683,1.0,0.064,0.3,0.501,0.0881,0.768,1.0,0.105,0.339,0.501,TESSebs,Simbad
219435542,1,205.4352234591,74.3204712976,-3.338,-37.199,9.185,1685.451925,5.853194e-05,7.1989808,4.1589086e-06,0.233,0.027,0.174,1.0,0.027,0.11,0.5,0.03898,0.189,1.0,0.039,0.119,0.4999,TESSebs,Simbad
198382838,1,257.5317686472,58.4078178815,16.951,-46.768,9.948,1733.326159,0.0001957504,94.1259026,0.000331862,0.024,0.005,0.252,1.0,,,,0.006562,0.236,9.34e-06,0.005,0.226,0.5039,TESSebs,Simbad
99982385,1,310.4324645555,32.7740261062,-0.602,-1.474,9.467,1691.636502,0.0002362488,18.5665156,9.7209826e-05,0.504,,,0.6706,,,0.718,0.02708,0.227,0.6805,0.023,0.225,0.0001041,TESSebs,Simbad
295803225,1,303.8414246653,48.287246082,-10.857,-23.647,10.464,1689.488892,0.0003450334,6.5603139,9.9768897e-05,0.32,0.038,0.05,1.0,,,,0.06085,0.073,1.0,,,,TESSebs,Simbad
138639253,1,294.2790476696,41.4368915026,2.769,-23.284,11.536,1693.468646,0.0001759729,17.5281048,0.00010379683,0.072,0.011,0.345,1.0,0.011,0.147,0.5,0.01539,0.366,1.484e-05,0.016,0.148,0.5001,TESSebs,Simbad
120258315,1,284.5079101683,38.2661875805,-5.106,2.457,5.978,1684.204623,0.00432942,2.9115348,3.5934207e-05,0.54,0.055,0.045,0.9986,0.05,0.01,0.392,0.09809,0.055,9.694e-05,0.08,0.02,0.3925,TESSebs,Simbad
120576722,1,285.519634907,41.5500954026,-0.505,-11.757,11.157,1683.760131,0.0002614442,0.7891762,4.7849737e-07,0.62,0.135,0.04,1.001,0.142,0.017,0.501,0.2164,0.048,0.0005686,0.232,0.022,0.501,TESSebs,Simbad
266920154,1,306.0495361795,48.9239145938,1.436,6.429,9.445,1686.664822,0.0005852904,4.7083128,8.2637219e-05,0.434,0.056,0.382,0.9999,0.055,0.363,0.5,0.08153,0.419,7.085e-06,0.08,0.398,0.5,TESSebs,Simbad
138971570,1,295.217482065,39.9100300903,-4.756,-12.361,11.404,1684.514608,6.675936e-05,1.5018739,2.5850419e-05,0.533,,,0.9997,,,0.042,0.1802,0.445,0.00104,0.002,0.394,0.2476,TESSebs,Simbad
15795549,1,307.2118624255,39.1538170546,2.373,0.606,10.563,1683.890908,1.83774e-05,0.8911946,6.7269728e-06,0.597,0.124,0.403,1.001,0.122,0.28,0.501,0.1922,0.478,0.0005031,0.19,0.344,0.5,TESSebs,Simbad
441734144,1,258.5581599167,76.7039749734,-6.538,-37.352,10.588,1683.673035,3.791062e-06,0.3254052,1.3567368e-07,0.718,0.09,0.114,0.5006,,,,0.3016,0.484,0.0004103,0.261,0.374,0.5,TESSebs,Simbad
122375269,1,290.287114783,37.936517999,0.541,-7.852,10.21,1685.793938,0.001000901,1.8912424,0.00010941097,0.56,0.127,0.571,0.9994,,,,0.2093,0.676,1.0,0.158,0.097,0.5,TESSebs,Simbad
28304399,1,297.8605124517,50.9358488539,90.266,325.601,10.895,1683.972818,0.002721451,0.9526907,2.9526403e-05,0.722,0.185,0.005,1.02,,,,0.3516,0.008,0.01494,,,,TESSebs,Simbad
273042299,1,297.202459686,45.8498748546,-2.98,-7.441,11.842,1684.977201,0.0002116465,1.5883099,5.7677882e-06,0.53,0.085,0.192,1.0,0.08,0.046,0.5,0.1283,0.218,0.9999,0.122,0.07,0.5003,TESSebs,Simbad
170735592,1,298.4760379834,41.0799380531,-0.413,-3.718,11.485,1683.358141,0.005776274,4.2029176,7.8706671e-05,0.537,0.075,0.101,0.9971,,,,0.1181,0.286,0.9986,,,,TESSebs,Simbad
264508409,1,298.5271244662,48.4185804763,0.781,5.227,9.658,1683.979769,0.0003656973,0.9744478,7.4006892e-06,0.52,0.096,0.011,1.0,0.093,0.006,0.501,0.1509,0.013,0.9994,0.121,0.006,0.5002,TESSebs,Simbad
230478637,1,307.3702679824,32.7972587198,7.726,6.26,10.967,1683.772924,0.0001887561,0.6676539,2.1951552e-06,0.717,0.169,0.349,1.0,0.164,0.068,0.499,0.3314,0.49,0.9998,0.329,0.206,0.5022,TESSebs,Simbad
263930790,1,276.7498905406,53.0623054409,1.412,-10.28,10.438,1683.400598,2.140513e-05,1.1247811,1.6075199e-07,0.647,0.146,0.244,0.9999,0.149,0.226,0.5,0.2378,0.312,0.9998,0.248,0.292,0.5,TESSebs,Simbad
288312840,1,262.6638553609,78.9312114354,-44.735,86.65,10.351,1683.85273,3.564473e-05,0.7592418,3.2232788e-06,0.733,,,-0.006303,,,0.876,,,,,,,TESSebs,Simbad
356820646,1,269.5245868789,73.1237954852,-2.053,-10.203,11.222,1683.388863,0.0001255444,0.7943807,8.1646481e-08,0.636,0.164,0.24,1.0,0.142,0.031,0.502,0.2801,0.294,0.9998,0.254,0.075,0.5029,TESSebs,Simbad
229776076,1,282.7473108206,69.8826362137,8.924,27.13,9.354,1689.19949,7.117648e-05,11.2110117,1.1934786e-05,0.154,0.022,0.393,1.0,0.049,0.314,0.483,0.03126,0.433,3.893e-06,0.07,0.341,0.4826,TESSebs,Simbad
158660631,1,288.0202612216,46.3241296104,-0.308,46.098,8.805,1685.311822,0.0002695747,2.1781296,3.1168854e-05,0.434,0.06,0.373,1.0,0.06,0.197,0.5,0.08728,0.407,1.0,0.085,0.219,0.5,TESSebs,Simbad
274347939,1,300.5807510395,39.9191002493,-2.922,-7.8,9.924,1683.146053,0.0002457754,4.8534171,1.7067071e-05,0.291,0.04,0.435,0.9999,0.049,0.256,0.298,0.05676,0.473,0.9999,0.072,0.278,0.2978,TESSebs,Simbad
121020626,1,286.9483686546,38.9282485243,8.5,-3.3,7.714,1683.511383,2.758006e-05,1.5403936,2.9967989e-06,0.505,0.058,0.073,1.0,0.056,0.011,0.5,0.0947,0.084,7.884e-05,0.067,0.02,0.5005,TESSebs,Simbad
138098461,1,293.2966624053,41.8741285919,1.6,-1.572,11.155,1684.689948,0.02475033,1.1600306,2.8679943e-05,0.88,0.248,0.01,0.9989,0.301,0.006,0.502,,,,,,,TESSebs,Simbad
165307617,1,299.0748966732,57.8182622213,108.364,11.757,11.735,1684.225622,0.002167153,2.4315122,0.00049910687,0.799,0.253,0.01,-0.001685,,,,,,,,,,TESSebs,Simbad
12029932,1,304.3490170592,36.1266595497,8.504,18.663,9.276,1689.653253,2.509377,10.5542613,0.039800041,0.733,,,1.106,,,0.445,0.1073,0.181,0.001023,0.107,0.138,0.4995,TESSebs,Simbad
102929927,1,131.9281823726,71.2602323449,46.799,-19.72,8.763,1688.250936,0.0003875919,5.5293298,8.740011e-06,0.17,0.021,0.02,1.0,0.021,0.011,0.502,0.02931,0.021,1.0,0.029,0.011,0.5024,TESSebs,Simbad
159644070,1,291.2450890668,47.2492595278,0.305,-2.03,10.774,1686.072527,0.0009741159,4.5641925,3.5086194e-05,0.623,0.137,0.43,1.0,0.132,0.17,0.501,0.2353,0.522,0.9998,0.205,0.257,0.5013,TESSebs,Simbad
121016578,1,286.9135766774,41.4815085959,0.757,0.173,11.91,1692.201007,0.001529353,14.0841391,0.0024755461,0.19,0.026,0.104,1.0,,,,0.0372,0.126,0.0001606,,,,TESSebs,Simbad
233546272,1,281.5028149383,60.5802613828,24.289,-3.605,11.886,1684.170247,0.001369666,1.6591378,9.1051606e-06,0.59,0.082,0.008,1.003,,,,0.1367,0.012,0.001679,0.145,0.003,0.5042,TESSebs,Simbad
40219040,1,300.4302298891,36.7910371592,0.199,-3.865,8.912,1683.940342,0.0006078317,0.5247287,5.0979806e-07,0.764,0.194,0.064,1.0,,,,0.1699,0.031,0.7446,,,,TESSebs,Simbad
199688409,1,253.0514502264,57.7254690748,2.485,-3.148,12.049,1683.558047,0.0001550542,0.8682633,1.2499595e-07,0.627,0.147,0.18,0.9999,0.133,0.02,0.502,0.266,0.217,0.9997,0.202,0.054,0.502,TESSebs,Simbad
229910746,1,287.3494940539,61.8377951577,22.661,21.414,10.084,1684.931584,7.419343e-05,2.5063335,2.9888416e-07,0.412,0.049,0.169,1.001,0.049,0.14,0.501,0.07253,0.185,0.0008216,0.07,0.154,0.5009,TESSebs,Simbad
48356677,1,283.722837021,51.3082747857,23.327,83.48,7.415,1692.939857,0.002406257,10.7614629,8.3145661e-05,0.142,0.021,0.214,1.0,0.021,0.194,0.518,0.02908,0.227,0.9999,0.03,0.206,0.5174,TESSebs,Simbad
103743317,1,156.7223510257,69.0701413072,11.261,37.914,12.233,1684.682746,0.001225101,1.5396688,1.1536309e-05,0.543,0.104,0.047,1.002,0.093,0.012,0.504,0.1565,0.055,0.000527,0.148,0.016,0.4999,TESSebs,Simbad
99920728,1,169.7461962253,64.6434142689,4.44,-74.664,10.309,1684.459764,0.0002912263,2.3585278,9.3214024e-05,0.341,0.04,0.065,1.0,,,,0.05461,0.081,0.9998,,,,TESSebs,Simbad
329246824,1,263.8846695681,57.8025182268,6.231,9.201,11.025,1683.60293,0.0002414443,0.5876813,4.8790987e-08,0.649,0.163,0.324,1.0,0.13,0.088,0.502,0.2914,0.431,6.422e-05,0.276,0.184,0.5033,TESSebs,Simbad
138888894,1,294.9442883008,38.6300802315,-2.052,-3.409,11.816,1683.874774,0.001453255,1.3535876,5.1904053e-05,0.822,0.154,0.029,1.002,,,,0.2672,0.048,0.0003425,,,,TESSebs,Simbad
48450535,1,284.7619056345,48.6098781078,0.473,-1.768,11.127,1685.775149,0.0004201587,4.233826,3.5881604e-05,0.233,0.03,0.043,1.0,,,,0.044,0.048,0.9999,,,,TESSebs,Simbad
377253090,1,286.192292,58.951286,,,11.842,1683.719829,0.000447969,0.4245313,5.0075624e-08,0.672,0.158,0.377,1.0,0.119,0.056,0.501,0.3263,0.555,0.999,0.299,0.234,0.5054,TESSebs,Simbad
47757785,1,279.9844127095,51.0927995788,-2.451,-68.239,8.253,1686.572166,0.01023879,15.6793194,0.00027985546,0.335,0.036,0.061,1.0,0.025,0.01,0.246,0.05777,0.063,0.9998,0.108,0.013,0.4244,TESSebs,Simbad
233282561,1,300.2117422894,55.6893819003,4.471,8.922,9.843,1684.886796,6.243088e-05,1.6027527,1.3550943e-06,0.721,0.104,0.081,1.0,0.115,0.077,0.5,0.1914,0.145,1.0,0.189,0.142,0.5,TESSebs,Simbad
424719589,1,294.671443,54.973815,34.884,162.611,5.438,1686.227248,0.0001968328,7.6407457,1.2885318e-05,0.124,0.017,0.714,1.0,0.037,0.352,0.737,0.02409,0.77,1.0,0.051,0.373,0.7367,TESSebs,Simbad
63454475,1,292.8181431312,47.4811821334,-10.5,-32.4,6.634,1683.629019,6.929326e-06,1.8674768,4.1813977e-05,0.598,0.112,0.165,0.4995,0.112,0.164,1.0,0.1708,0.195,0.5,0.171,0.193,0.9998,TESSebs,Simbad
272489100,1,296.5559713412,43.9677616543,1.908,1.083,12.052,1684.844581,0.0005184476,1.7905209,3.2803064e-05,0.501,0.073,0.066,1.0,,,,0.1073,0.071,0.0005624,0.151,0.007,0.4972,TESSebs,Simbad
170246850,1,298.0631198648,41.5107115264,-0.875,-1.872,11.954,1684.841119,0.0004528962,8.4002404,0.00012520247,0.203,0.024,0.093,1.0,0.024,0.071,0.5,0.03324,0.107,3.492e-05,0.034,0.07,0.5001,TESSebs,Simbad
235718636,1,255.0849105823,83.421375003,8.923,17.187,10.786,1683.797281,0.0003998283,1.1888538,3.5887247e-06,0.521,0.093,0.008,1.0,0.094,0.004,0.498,0.1384,0.009,0.0005047,0.141,0.005,0.5001,TESSebs,Simbad
199716496,1,254.3911675524,59.5310685981,-19.321,37.736,10.638,1684.376797,2.523349e-05,1.0458364,2.7435269e-07,0.568,0.103,0.269,0.9999,0.103,0.232,0.5,0.1556,0.308,1.0,0.157,0.268,0.5,TESSebs,Simbad
28449295,1,298.2773877439,48.6408077677,-1.792,-7.796,11.513,1684.682719,0.001410829,2.3779664,0.00014444706,0.279,0.036,0.008,1.001,,,,0.04936,0.009,0.9994,,,,TESSebs,Simbad
155894704,1,176.3717085179,72.2495368021,-3.203,-16.523,10.01,1684.018501,6.935936e-06,1.3574343,1.5959603e-07,0.554,0.119,0.751,1.0,0.105,0.102,0.501,0.1843,0.86,1.0,0.163,0.168,0.5014,TESSebs,Simbad
12672792,1,304.8850959153,38.7316550583,-2.343,-3.67,7.378,1684.080929,0.001601317,4.2116316,4.6289681e-05,0.576,0.116,0.188,1.0,0.086,0.127,0.499,0.214,0.214,1.0,0.13,0.158,0.4994,TESSebs,Simbad
154570928,1,192.1742218815,72.148275922,-30.5,-9.1,8.173,1687.741638,4.794144,42.6536288,0.0055189892,0.047,,,0.09619,,,0.597,0.006963,0.014,0.5991,0.007,0.013,0.0991,TESSebs,Simbad
41998476,1,302.0164233606,40.7278916261,3.437,-10.7,11.33,1683.435635,0.0005076689,2.7809831,8.8105718e-06,0.36,0.047,0.559,1.0,0.049,0.308,0.5,0.0688,0.61,1.0,0.073,0.347,0.5004,TESSebs,Simbad
138578906,1,175.7594612172,60.5768630318,-4.337,12.62,9.096,1683.527009,0.0002211402,1.2347531,1.7610914e-06,0.527,0.089,0.308,1.0,0.088,0.244,0.5,0.1309,0.347,1.0,0.134,0.277,0.5,TESSebs,Simbad
298008052,1,308.4367675806,27.3887691906,-4.633,-10.475,11.677,1684.23622,0.0005344876,4.363359,9.9153637e-05,0.425,0.051,0.058,1.0,,,,0.07748,0.067,6.289e-05,,,,TESSebs,Simbad
268383780,1,299.0568199609,47.909344941,-0.838,-9.444,11.362,1682.5345,0.000260482,2.618377,1.8225055e-05,0.487,0.07,0.261,1.0,0.073,0.059,0.5,0.1042,0.274,8.222e-05,0.108,0.062,0.4999,TESSebs,Simbad
219096494,1,269.799926975,70.5934865319,-32.498,28.567,10.877,1932.607232,0.001025071,8.0741923,5.1888447e-05,0.24,0.031,0.006,0.9999,0.029,0.005,0.498,0.04358,0.007,0.9999,0.041,0.006,0.4978,TESSebs,Simbad
224605072,1,255.5991737817,58.8699799518,2.968,-11.467,11.427,1683.901249,0.005773661,0.6648758,1.4055264e-05,0.756,0.146,0.069,1.001,,,,,,,,,,TESSebs,Simbad
270704947,1,293.8413668142,42.9481536643,-4.623,-8.982,14.418,1684.185752,0.001219496,2.6598094,6.1157524e-05,0.481,0.09,0.488,0.9996,,,,0.1249,0.529,0.0001026,,,,TESSebs,Simbad
159105713,1,289.7494387184,43.5434171506,-1.711,-3.762,11.468,1683.579895,2.000419e-05,0.5749414,1.3548816e-05,0.962,0.233,0.087,0.9993,0.214,0.082,0.496,0.4011,0.11,0.5,,,,TESSebs,Simbad
1400770435,1,264.961576963,56.0789162516,-4.979,13.371,8.888,1686.3371,0.0003534103,13.7432308,2.2480745e-05,0.038,,,0.9999,,,0.997,0.00952,0.012,1.0,0.009,0.002,0.5956,TESSebs,Simbad
356240274,1,267.7113679711,50.0471947344,-5.573,-1.31,11.754,1685.253372,5.684746e-05,2.3475876,7.0612409e-07,0.547,0.117,0.704,1.0,0.109,0.058,0.502,0.1826,0.788,1.0,0.156,0.103,0.5032,TESSebs,Simbad
258773798,1,286.1778958985,66.3019884421,-18.7,-21.9,11.362,1931.217321,0.001327472,0.3364697,1.2305563e-07,0.849,0.179,0.09,1.001,0.174,0.08,0.504,0.3281,0.146,0.9974,0.282,0.136,0.5048,TESSebs,Simbad
120684604,1,285.8863507245,39.6834355594,-1.339,1.006,10.622,1686.554649,3.006e-05,2.189082,7.4625973e-06,0.479,0.077,0.45,1.0,0.065,0.34,0.668,0.1156,0.505,0.9999,0.096,0.389,0.668,TESSebs,Simbad
14207118,1,305.9625409263,38.4928599002,-15.29,-11.326,8.178,1684.716626,0.0003766724,2.7046116,7.152818e-06,0.626,0.095,0.063,1.0,0.117,0.015,0.501,0.1456,0.076,0.9999,0.154,0.028,0.5017,TESSebs,Simbad
243319567,1,289.700330263,55.5943386093,3.08,20.99,10.903,1683.628422,2.517938e-05,0.4392638,1.7440657e-07,0.752,0.085,0.104,0.9996,0.08,0.087,0.5,0.288,0.393,0.9996,0.267,0.378,0.5,TESSebs,Simbad
1713419350,1,286.330870594,30.2568197415,-2.91,-4.227,15.916,1683.387176,7.248761e-05,0.1296923,1.6609506e-06,0.572,0.109,1.502,1.002,,,,0.226,2.601,0.002067,,,,TESSebs,Simbad
427041696,1,305.0141214569,33.9430583953,17.48,3.012,7.994,1687.7798,0.000496599,4.0051767,2.1494126e-05,0.473,0.064,0.411,0.9999,0.064,0.402,0.503,0.09299,0.462,1.495e-06,0.093,0.451,0.5028,TESSebs,Simbad
237130278,1,277.8057295454,52.7854124877,3.118,-11.049,11.008,1683.678439,9.109823e-05,0.4130443,4.9100992e-08,0.856,0.132,0.118,0.9994,0.218,0.091,0.5,,,,,,,TESSebs,Simbad
399788405,1,278.1632969215,57.6483132875,12.662,-16.192,11.393,1683.793209,0.0003542263,0.4304368,3.9459401e-08,0.76,0.146,0.098,0.9999,,,,,,,,,,TESSebs,Simbad
110428269,1,291.4630770331,25.1894565436,1.467,-4.587,8.906,1683.555052,0.002877043,0.6496575,0.00017276874,0.5,,,,,,,,,,,,,TESSebs,Simbad
377190161,1,285.6751049353,58.7327574682,0.532,15.326,10.11,1687.022282,0.0001009945,3.7863949,4.5529066e-07,0.428,0.054,0.377,1.0,0.055,0.29,0.5,0.07866,0.414,1.0,0.081,0.32,0.5,TESSebs,Simbad
92774987,1,303.008052,34.478965,18.9,-10.5,7.022,1688.422537,1.320584e-05,24.2391808,2.0260556e-05,0.094,,,,,,,0.01641,0.275,6.299e-05,0.021,0.256,0.7004,TESSebs,Simbad
