TIC,m_TIC,RAJ2000,DEJ2000,pmRA,pmDE,Tmag,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,TESSebs,Simbad
231840927,1,25.1763534389,-65.4194430921,25.725,9.245,10.003,1326.604732,0.0005927811,1.6357575,1.4927392e-06,0.261,0.024,0.001,1.008,,,,0.04077,0.004,0.9999,0.044,0.003,0.5001,TESSebs,Simbad
382069435,1,79.6565387265,-58.0532696802,2.157,-6.029,10.453,1415.051574,0.4289056,5.4878834,0.0018441538,0.579,,,,,,,0.1276,0.434,0.1105,,,,TESSebs,Simbad
234518605,1,14.512348353,-62.2395072632,35.4,1.8,11.958,1326.535328,0.0003797592,5.6784598,3.8963933e-05,0.266,0.026,0.049,0.9999,,,,0.04905,0.071,0.9998,,,,TESSebs,Simbad
215336287,1,42.7891931852,-38.0813208235,14.44,-17.379,9.109,1387.006793,3.043749e-05,2.5922851,1.0724917e-05,0.538,0.097,0.381,0.9999,0.084,0.018,0.498,0.1517,0.434,0.9999,0.115,0.05,0.5,TESSebs,Simbad
259543079,1,71.6305306786,-53.1292660406,10.107,28.316,10.582,1392.066356,0.009940527,40.3040804,0.00044129596,0.01,0.005,0.169,0.776,0.005,0.091,1.0,0.006363,0.187,0.7763,0.007,0.097,8.592e-05,TESSebs,Simbad
3921749,1,11.833317627,-6.4426355075,97.142,9.559,10.846,1388.675623,0.005251391,5.6112212,4.6898898e-05,0.175,0.02,0.304,0.999,0.02,0.183,0.499,0.02777,0.34,0.9999,0.03,0.203,0.5,TESSebs,Simbad
234347951,1,39.106047091,-70.9705919098,33.26,8.788,10.442,1331.372733,0.0009985229,23.3047751,0.0007192079,0.037,0.008,0.28,0.9999,0.014,0.156,0.213,0.01204,0.313,1.0,0.02,0.152,0.2128,TESSebs,Simbad
279741942,1,51.8198396835,-61.259146551,40.373,49.288,7.462,1357.761253,0.0007460459,14.2160823,1.6234418e-05,0.091,0.018,0.369,1.0,0.019,0.357,0.728,0.02489,0.405,1.0,0.027,0.391,0.7275,TESSebs,Simbad
251858265,1,8.9492119056,-33.6929446574,-15.183,-33.298,9.997,1354.732259,0.001604278,1.0572148,7.0483183e-05,0.405,0.09,0.003,1.006,,,,0.1302,0.003,0.003217,,,,TESSebs,Simbad
219998089,1,31.777741894,-53.5204106692,13.1,-2.2,9.826,1359.64352,7.395052e-05,6.2021457,3.8172294e-05,0.337,0.04,0.217,1.0,0.041,0.146,0.508,0.05984,0.228,1.0,0.06,0.158,0.5085,TESSebs,Simbad
142177867,1,37.4146308744,-47.2289675421,31.868,-74.346,9.171,1386.283072,0.0002271499,1.4352892,1.2176133e-05,0.396,0.051,0.04,1.0,0.051,0.026,0.5,0.07119,0.043,1.0,0.072,0.027,0.5005,TESSebs,Simbad
63941711,1,36.1363,-22.1909,115.75,-24.71,14.545,1386.628455,0.0007270968,1.0387453,3.5363454e-05,0.309,0.076,0.077,0.9944,0.075,0.031,0.503,0.1054,0.076,0.9936,0.081,0.031,0.4989,TESSebs,Simbad
299135660,1,21.9439254123,-10.9015819282,177.855,16.646,4.986,1389.901184,0.04987959,5.7698052,0.00028379184,0.337,0.032,0.006,0.9918,0.032,0.005,0.494,0.05192,0.012,0.0004576,0.048,0.011,0.5,TESSebs,Simbad
38937499,1,10.3001959638,-68.4578720959,-158.933,-27.668,8.763,1328.504416,0.0001608395,4.0555582,1.6475243e-06,0.113,0.014,0.005,1.0,0.015,0.004,0.487,0.02029,0.005,1.0,0.021,0.005,0.4874,TESSebs,Simbad
219984354,1,29.660438,-53.527636,-23.944,-34.294,9.246,1354.372852,0.0004031413,1.2382039,8.8382677e-06,0.55,0.115,1.168,0.9996,0.105,0.184,0.501,0.1753,1.331,1.0,0.158,0.277,0.5022,TESSebs,Simbad
197908268,1,58.6120043045,-58.577679912,7.078,7.357,9.718,1353.860064,7.249104e-05,0.9131569,3.1431285e-07,0.623,0.096,0.064,0.9953,,,,0.3278,0.238,0.9952,,,,TESSebs,Simbad
123405765,1,32.3796422111,-30.9726600866,7.375,-45.248,9.322,1386.009891,0.0008167135,1.1497091,3.9072406e-05,0.521,0.063,0.049,0.9999,,,,0.09128,0.067,0.0006665,,,,TESSebs,Simbad
164681172,1,24.5666169983,-21.0773679686,-11.511,-9.785,9.779,1388.203438,6.143899e-05,4.9053187,0.00012342878,0.226,0.029,0.298,1.0,0.03,0.066,0.5,0.04313,0.324,1.0,0.039,0.077,0.5,TESSebs,Simbad
231833061,1,24.0068499297,-65.6908475511,53.431,3.428,10.962,1346.516101,0.000340908,26.187637,3.3919007e-06,0.013,0.004,0.495,1.0,0.016,0.146,0.507,0.005661,0.517,1.0,0.023,0.145,0.5073,TESSebs,Simbad
28051929,1,12.666618911,-18.505915529,19.36,-25.706,8.406,1534.073456,0.01678219,13.6346813,0.00047310596,0.153,0.022,0.095,0.5345,0.016,0.023,0.998,0.03206,0.114,0.5339,0.024,0.011,0.9978,TESSebs,Simbad
268529943,1,14.4956311632,-19.8298521299,1.314,-17.096,11.021,1388.670627,0.2671773,4.3035024,0.0029599631,0.331,,,0.8695,,,0.015,0.06625,0.025,0.001368,,,,TESSebs,Simbad
10756751,1,9.2297120912,-5.8740337042,11.831,1.073,9.419,1387.997727,0.0003967709,3.4885322,1.9306499e-05,0.571,0.113,0.282,1.0,0.105,0.046,0.501,0.1764,0.326,0.0001416,0.153,0.076,0.5015,TESSebs,Simbad
9209932,1,352.5036516194,-18.6928694999,-8.269,-12.56,9.37,1354.712968,0.1452655,3.5225329,0.0010700152,0.45,,,1.014,,,0.077,0.05005,0.01,0.01043,,,,TESSebs,Simbad
382323697,1,29.4320295559,-11.5139983728,7.359,5.09,11.582,1387.419543,1.483379,7.7742733,0.00071799649,0.273,,,,,,,0.0258,0.024,0.9991,,,,TESSebs,Simbad
220015845,1,32.3642734529,-49.553708039,-23.454,-26.477,10.895,1364.830044,0.0002383815,26.3381651,0.00042041313,0.033,0.005,0.331,1.0,0.024,0.324,0.438,0.006846,0.364,7.119e-06,0.036,0.347,0.4378,TESSebs,Simbad
115275539,1,25.9505113057,-38.7296623897,2.216,-9.322,8.736,1387.923897,0.2850692,1.7630617,4.0326821e-05,0.505,,,0.9994,,,0.313,0.1312,0.023,0.001961,0.001,0.004,0.368,TESSebs,Simbad
120566395,1,3.8449284384,-39.5287048361,15.191,-6.043,10.437,1355.141332,0.05473863,0.8884682,0.00030370126,0.394,,,,,,,,,,,,,TESSebs,Simbad
350954272,1,90.852219304,-55.4725952133,-2.461,11.609,10.774,1386.263425,0.0004679253,3.3239802,9.9604362e-05,0.631,0.148,0.458,1.0,0.133,0.129,0.501,0.23,0.518,1.0,,,,TESSebs,Simbad
231851620,1,27.3054620564,-63.5166017942,13.512,15.433,8.229,1355.670139,0.0001305309,3.7168766,4.2392227e-05,0.442,0.059,0.105,1.0,0.062,0.022,0.437,0.0905,0.113,0.0002008,0.091,0.027,0.4374,TESSebs,Simbad
389754103,1,351.3989400972,-42.8898950829,97.182,-11.588,10.952,1357.233139,0.0005171642,3.8034748,9.6833297e-05,0.464,0.059,0.045,1.0,0.062,0.043,0.5,0.08659,0.05,0.9998,0.091,0.048,0.5,TESSebs,Simbad
197931263,1,59.1439494683,-54.2305837773,9.865,19.505,11.938,1386.422062,0.02462516,2.5185892,6.6882338e-05,0.497,0.085,0.07,0.9996,,,,0.08917,0.066,0.01109,,,,TESSebs,Simbad
39018208,1,12.0894977904,-66.1602713962,-2.821,3.22,11.103,1337.762395,0.0004839014,6.6493104,4.3928361e-06,0.143,0.019,0.025,1.0,0.021,0.006,0.519,0.02632,0.026,0.9998,0.033,0.005,0.5192,TESSebs,Simbad
237342298,1,60.2370413018,-51.1242923343,6.982,11.578,11.774,1386.312589,0.002784763,2.6920849,4.2138791e-06,0.505,0.059,0.012,1.0,,,,0.1128,0.049,0.9991,,,,TESSebs,Simbad
49677785,1,351.4492469005,-11.6098951832,41.208,-4.875,9.399,1354.230452,1.699999e-05,1.5942503,4.8575938e-08,0.485,,,1.021,,,0.913,0.1942,0.215,0.9999,,,,TESSebs,Simbad
220567625,1,46.2090765877,-65.1847135778,-23.568,39.189,7.354,1344.877552,0.000515311,19.4266015,8.964118e-06,0.128,0.016,0.051,0.9999,,,,0.02539,0.05,0.9999,0.022,0.002,0.4921,TESSebs,Simbad
164752991,1,25.8422222809,-21.0015560752,54.85,-37.551,10.786,1386.80665,0.001179425,1.2224224,0.00013197981,0.327,,,,,,,0.05706,0.004,0.0008136,,,,TESSebs,Simbad
389669796,1,86.8994560034,-69.3665349174,-14.986,18.707,10.39,1607.099266,0.05716036,8.4770958,9.5298633e-06,0.134,0.016,0.004,0.9995,,,,0.02272,0.004,0.9996,,,,TESSebs,Simbad
33912852,1,356.1422346933,-26.4762744635,69.725,-52.436,8.183,1355.764372,4.014388e-05,1.7050008,3.114936e-07,0.361,0.046,0.017,0.9999,0.048,0.013,0.5,0.06806,0.018,0.9999,0.064,0.015,0.5,TESSebs,Simbad
389754101,1,351.4190277661,-42.8998143537,12.5,-27.8,7.826,1357.234679,0.0003220049,3.8034403,9.9910898e-06,0.462,0.059,0.211,1.0,0.062,0.199,0.5,0.08723,0.234,0.0004526,0.089,0.222,0.5,TESSebs,Simbad
197886566,1,57.3105071632,-58.4411357187,-0.814,7.079,9.826,1354.374134,0.003118109,0.8721425,2.003345e-05,0.496,0.065,0.011,1.0,0.07,0.008,0.498,0.1444,0.01,0.003931,0.067,0.007,0.5,TESSebs,Simbad
231279823,1,42.5405620256,-53.1389691538,-114.609,503.079,8.705,1355.673807,0.03939686,5.9684525,1.3838656e-05,0.199,,,,,,,0.0365,0.003,0.9982,,,,TESSebs,Simbad
146761368,1,46.1731998923,-44.6603886283,4.039,-2.572,10.418,1386.057522,0.0002980113,1.835438,2.5581953e-05,0.628,0.075,0.051,0.9997,0.075,0.046,0.5,0.1157,0.069,0.9999,0.117,0.065,0.5,TESSebs,Simbad
178171080,1,43.2662065501,-31.4038521829,3.863,-0.562,8.59,1391.386457,0.009705745,6.5011864,0.00014842753,0.301,0.032,0.019,0.9984,0.034,0.019,0.498,0.02878,0.024,0.9999,0.029,0.024,0.5,TESSebs,Simbad
77030554,1,354.0150185204,-32.6234064113,50.93,2.8,8.413,1355.897307,7.222478e-05,10.2871845,0.00012500303,0.304,0.034,0.099,1.0,0.035,0.074,0.389,0.05081,0.11,1.376e-05,0.054,0.084,0.3885,TESSebs,Simbad
100918213,1,32.4119045728,-38.2341763196,61.0,14.617,11.083,1386.12391,0.005009446,0.5129265,0.00025639187,0.574,0.086,0.006,0.958,,,,0.128,0.007,0.9697,,,,TESSebs,Simbad
111267340,1,30.544368,-41.465327,-41.0,-88.0,11.012,1386.576515,3.366385e-05,1.2703727,4.3244691e-05,0.471,0.066,0.667,0.9998,0.066,0.424,0.501,0.09438,0.757,0.9998,0.101,0.47,0.5,TESSebs,Simbad
220430912,1,73.117683591,-55.6970568855,0.513,4.859,7.906,1354.842172,9.378319e-06,2.0326671,3.4764709e-08,0.561,0.107,0.142,0.9996,0.108,0.041,0.525,0.1815,0.154,0.9997,0.139,0.05,0.5251,TESSebs,Simbad
234494090,1,9.8124137911,-63.2072479321,22.308,10.098,16.195,1325.865709,0.0001822554,1.9452414,8.3770361e-07,0.266,0.032,0.658,0.5002,0.029,0.626,1.0,0.0435,0.713,0.9998,0.044,0.628,0.4999,TESSebs,Simbad
41865879,1,21.390201373,-41.8095998315,0.14,-21.521,9.808,1354.542523,5.870934e-05,6.882728,1.029072e-05,0.573,0.101,0.463,0.9998,0.094,0.037,0.502,0.1939,0.51,0.997,0.114,0.087,0.5,TESSebs,Simbad
91638523,1,39.6034799123,-37.9905442489,114.961,-62.659,5.986,1386.685289,0.003270437,3.1664342,1.505868e-05,0.484,0.066,0.099,1.001,0.071,0.012,0.502,0.09978,0.106,1.0,0.108,0.016,0.5008,TESSebs,Simbad
327996089,1,1.5165864284,-29.6283152821,15.687,1.289,11.935,1354.615872,4.901946e-05,2.1739308,2.0568239e-05,0.378,0.045,0.43,0.9996,0.043,0.31,0.5,0.06359,0.467,0.9997,0.061,0.337,0.5,TESSebs,Simbad
13092260,1,348.9283781023,-27.1783577051,-11.247,-2.168,8.571,1358.352518,0.0002763317,13.2458144,0.0004703486,0.111,0.016,0.05,1.0,,,,0.02299,0.053,2.906e-05,0.024,0.004,0.4999,TESSebs,Simbad
402112785,1,11.2438542033,-33.0761950111,3.74,-284.67,12.57,1354.855781,0.001414211,10.9407277,2.1423687e-05,0.075,0.332,0.008,0.6912,,,,0.01109,0.047,1.0,,,,TESSebs,Simbad
259675295,1,73.7101989917,-52.9152533622,-2.273,-11.284,8.101,1387.434086,0.002337797,2.2322261,7.6953976e-07,0.648,0.097,0.012,1.001,,,,0.166,0.017,0.0002309,,,,TESSebs,Simbad
332488398,1,350.5651761109,-29.7064474819,2.297,-38.489,9.212,1357.114327,0.01889536,2.0835732,5.5702094e-06,0.338,0.038,0.031,1.009,0.04,0.031,0.508,0.05444,0.046,0.5,0.058,0.045,3.372e-05,TESSebs,Simbad
33665328,1,30.1088201343,-29.7781865706,70.696,46.74,9.262,1387.076208,0.0001884209,2.0539339,2.2358502e-05,0.442,0.062,0.115,0.9999,0.065,0.01,0.5,0.095,0.116,1.0,0.12,0.011,0.5001,TESSebs,Simbad
3815360,1,10.1958326793,-11.3670272834,51.672,29.021,8.557,1378.712211,3.24272,19.5810469,8.1378931e-05,0.06,,,0.9998,,,0.77,0.01212,0.009,0.7741,0.011,0.003,0.2653,TESSebs,Simbad
38699825,1,66.3975451362,-60.7569145246,-6.623,13.593,8.296,1410.972435,0.004002721,2.0846441,1.0876143e-05,0.592,0.115,0.297,0.9982,0.112,0.248,0.498,0.1736,0.349,9.779e-05,0.173,0.296,0.5,TESSebs,Simbad
244163413,1,5.164003108,-5.1431213856,-46.449,-33.809,9.795,1387.700232,0.0002462449,1.7880458,2.0472022e-05,0.407,0.056,0.14,1.0,0.057,0.032,0.5,0.08046,0.157,0.0001733,0.101,0.037,0.5008,TESSebs,Simbad
266735682,1,29.2078661578,-21.1954116513,17.706,3.365,10.368,1386.054336,0.003835637,1.1352356,6.5120038e-06,0.555,0.121,0.39,1.003,0.115,0.029,0.503,0.1919,0.444,0.9996,0.162,0.063,0.501,TESSebs,Simbad
401889117,1,52.2433693898,-42.2601661153,-31.702,-59.421,9.769,1386.290097,0.000298949,6.5862074,5.3491813e-05,0.205,0.024,0.341,0.9999,0.023,0.254,0.496,0.03414,0.365,1.0,0.033,0.273,0.4962,TESSebs,Simbad
159897979,1,48.8492457006,-38.9997939884,-24.627,30.846,7.332,1385.771559,0.00554641,14.0549592,0.00011956263,0.109,0.024,0.198,0.9996,0.027,0.178,0.602,0.03307,0.212,1.804e-05,0.037,0.19,0.6021,TESSebs,Simbad
349835367,1,113.745389316,-63.7343647526,0.663,9.426,10.09,1355.771347,2.011813e-05,3.3408227,2.1322471e-06,0.544,0.109,0.446,0.9999,0.102,0.037,0.502,0.1702,0.499,0.9999,0.135,0.068,0.5026,TESSebs,Simbad
220521199,1,42.0046977463,-62.964118503,-75.039,-95.226,7.633,1325.415293,0.0001401567,0.7288498,1.4288335e-07,0.645,0.156,0.201,0.9997,0.177,0.032,0.498,0.2572,0.234,1.0,0.267,0.058,0.5004,TESSebs,Simbad
197887879,1,57.385108,-55.348746,5.5,20.9,9.328,1352.692721,0.0004224636,14.5286478,0.0010231413,0.07,,,,,,,0.01511,0.026,0.000371,,,,TESSebs,Simbad
215403644,1,43.1024785843,-41.1507477662,30.736,35.2,8.374,1385.770637,8.466009e-05,2.1963465,6.196067e-06,0.558,0.109,0.173,1.0,,,,0.1935,0.216,0.0004401,0.091,0.014,0.5,TESSebs,Simbad
116417661,1,7.8896414725,-36.2736902543,46.913,17.452,9.228,1354.566086,9.765321e-05,2.2776724,3.546889e-05,0.481,0.067,0.162,0.9999,0.071,0.021,0.501,0.1041,0.163,0.9998,0.107,0.024,0.5,TESSebs,Simbad
10838695,1,25.2529260721,-6.7261659418,16.311,-12.897,10.074,1386.671343,0.0001932989,2.3061233,7.4237137e-06,0.527,0.096,0.355,0.9997,0.088,0.022,0.5,0.1474,0.396,0.9998,0.123,0.043,0.5,TESSebs,Simbad
391902612,1,106.5680497401,-76.8392707703,5.431,0.819,11.862,1358.66478,0.0005881683,4.5521502,2.3863417e-05,0.524,0.088,0.673,1.0,0.08,0.12,0.501,0.1343,0.779,0.0001955,0.135,0.188,0.5008,TESSebs,Simbad
401869914,1,51.7682423111,-45.8823819291,13.561,4.036,10.733,1387.574829,0.0002723931,2.6082825,1.8155936e-05,0.556,0.103,0.351,0.9999,0.095,0.032,0.501,0.1613,0.405,0.9998,0.134,0.069,0.5008,TESSebs,Simbad
100029948,1,23.4263049755,-43.8231097019,34.639,34.699,11.625,1354.173872,0.0003939896,2.7775647,9.7102729e-06,0.337,0.043,0.431,1.0,0.044,0.263,0.5,0.06234,0.473,1.0,0.062,0.294,0.5001,TESSebs,Simbad
129764561,1,35.4020502946,-37.2126901064,50.364,25.964,9.94,1386.756676,0.000534455,2.4348772,0.00026130427,0.54,0.115,0.687,0.9998,0.106,0.073,0.499,0.1745,0.769,6.696e-07,0.156,0.115,0.4988,TESSebs,Simbad
79548760,1,51.0718286417,-45.0967530266,84.477,24.673,7.341,1384.396869,0.0004005769,7.971971,4.0902272e-06,0.173,0.024,0.04,1.0,,,,0.03463,0.045,0.9999,,,,TESSebs,Simbad
207200487,1,47.6202115059,-57.3592015771,9.303,6.727,10.775,1355.101712,0.02648541,2.5043927,7.3685409e-05,0.686,0.103,0.036,0.9895,,,,0.2221,0.111,8.146e-05,,,,TESSebs,Simbad
183596242,1,18.367389,-38.350685,,,9.785,1354.499586,0.001677833,0.4455952,1.030071e-06,0.541,0.101,0.319,1.004,0.097,0.183,0.504,0.1437,0.374,0.9997,0.165,0.221,0.5005,TESSebs,Simbad
206468815,1,57.0176002011,-53.6068604594,51.817,15.05,9.776,1391.856475,0.0002387997,7.3703493,5.7486549e-05,0.181,0.024,0.113,1.0,0.026,0.023,0.5,0.03289,0.12,1.497e-05,0.042,0.022,0.5,TESSebs,Simbad
259589049,1,72.4325568126,-53.0020672172,23.0,2.6,10.492,1392.132993,4.20066e-05,9.9682009,5.915084e-07,0.226,0.024,0.226,1.0,0.024,0.216,0.5,0.03412,0.246,1.0,0.034,0.235,0.5,TESSebs,Simbad
198037741,1,61.6537070111,-56.5752786716,-3.684,40.084,8.547,1354.518888,0.0005109229,0.7799848,3.2046161e-07,0.659,0.155,0.165,0.9998,0.078,0.017,0.502,0.3032,0.237,0.9992,0.236,0.087,0.5043,TESSebs,Simbad
287351976,1,122.6813197842,-72.5457203008,-0.777,-5.752,11.631,1354.979228,0.0001674195,1.9219583,1.0009959e-05,0.555,0.113,0.43,0.9998,0.106,0.052,0.499,0.1787,0.489,0.9999,0.151,0.091,0.5,TESSebs,Simbad
301022235,1,47.4855898392,-44.9917570153,15.807,9.134,9.195,1386.242784,5.649977e-05,1.8722211,3.094459e-06,0.566,0.124,0.281,0.9991,0.125,0.031,0.499,0.2034,0.313,0.9991,0.154,0.052,0.4982,TESSebs,Simbad
91542943,1,43.8250218621,-33.7456823933,42.765,-9.662,13.31,1391.126549,0.0002883444,5.3266949,2.2645918e-06,0.17,0.02,0.366,1.0,0.02,0.253,0.5,0.0279,0.401,0.9999,0.029,0.274,0.5,TESSebs,Simbad
266770712,1,30.0501723216,-18.2078261252,10.38,-9.013,10.631,1386.735785,1.83711e-05,0.7904541,1.7869937e-06,0.653,0.147,0.417,1.0,0.111,0.073,0.501,0.2687,0.582,0.9998,0.265,0.226,0.5011,TESSebs,Simbad
259373684,1,68.1357648407,-50.2153122303,-6.829,1.055,10.954,1403.178064,0.00274934,21.6867871,4.708423e-05,0.03,0.003,0.008,0.5835,,,,0.005845,0.04,0.5833,,,,TESSebs,Simbad
281498280,1,6.3588532571,-55.4782818042,244.85,24.098,11.888,1325.47449,0.0003354505,0.7506328,7.1462531e-06,0.427,0.05,0.335,1.001,0.051,0.303,0.5,0.07849,0.358,1.696e-05,0.07,0.337,0.5,TESSebs,Simbad
117549840,1,0.289863322,-13.8654563774,-88.703,-103.751,12.161,1354.690178,0.0002131769,0.6660209,4.1185904e-06,0.485,0.063,0.177,0.9997,0.064,0.16,0.5,0.09308,0.202,1.0,0.095,0.182,0.4999,TESSebs,Simbad
358232450,1,17.09614042,-55.2457557757,24.6,30.4,4.497,1354.783099,0.001199998,1.6697714,2.296164e-06,0.574,0.111,0.336,1.001,0.112,0.226,0.506,0.1701,0.377,0.0004646,0.167,0.259,0.5049,TESSebs,Simbad
270622446,1,358.819126245,-31.9214723899,15.137,3.354,6.182,1354.359633,0.003142739,2.4450689,1.0735548e-05,0.525,0.088,0.153,1.001,0.086,0.077,0.476,0.1317,0.173,0.9996,0.124,0.092,0.4747,TESSebs,Simbad
24704862,1,25.3112100793,-67.6769963901,322.505,-442.702,7.765,1339.284959,0.2708851,17.2004992,0.11324487,0.213,0.049,0.027,0.9923,,,,0.07054,0.076,0.9767,,,,TESSebs,Simbad
349907707,1,114.1052173151,-61.8738521768,-6.001,9.749,8.291,1354.59944,0.03921775,5.1331502,0.00022442414,0.647,0.055,0.071,0.9944,,,,0.08308,0.166,0.002029,,,,TESSebs,Simbad
31653503,1,46.3510299657,-66.6842455537,-10.831,1.285,10.94,1327.653067,0.0001439667,6.6806299,0.00015973341,0.549,0.087,0.502,1.0,0.074,0.071,0.5,0.1315,0.602,1.0,0.139,0.14,0.5012,TESSebs,Simbad
300654002,1,114.416895428,-69.5423284166,-9.921,9.309,10.272,1355.711204,0.0006830256,2.7581426,4.3497753e-07,0.563,0.129,0.585,1.0,0.125,0.068,0.5,0.2007,0.659,1.0,0.186,0.111,0.5,TESSebs,Simbad
273792220,1,30.5503897023,-62.5920404139,57.652,63.242,7.465,1326.70953,0.001180351,1.9879087,3.1511354e-06,0.441,0.041,0.054,1.0,0.041,0.022,0.5,0.06725,0.06,0.9998,0.051,0.027,0.4997,TESSebs,Simbad
339607421,1,46.2094656077,-52.5585701285,12.377,52.597,8.466,1356.373591,8.024851e-05,2.4382283,6.787499e-06,0.316,0.042,0.057,1.0,0.036,0.003,0.501,0.06193,0.063,0.0001134,0.075,0.005,0.5009,TESSebs,Simbad
114819301,1,2.304647327,-18.9138798087,-41.585,-74.065,12.009,1355.595385,0.0006719478,9.7729818,0.00060881312,0.109,0.009,0.064,0.9998,0.01,0.061,0.501,0.01404,0.067,0.9999,0.014,0.064,0.5008,TESSebs,Simbad
69949079,1,340.0474387929,-23.2279161563,8.911,-5.857,11.17,1354.590199,0.0005986148,13.0559028,0.0084448946,0.715,0.112,0.111,0.4993,,,,0.1627,0.305,0.9997,0.231,0.226,0.5,TESSebs,Simbad
31796120,1,50.7425321428,-70.7886697461,16.317,21.195,10.014,1326.906755,8.309025e-05,1.9941899,9.6095144e-06,0.517,0.079,0.276,0.9999,0.078,0.251,0.5,0.1152,0.31,1.0,0.116,0.278,0.5,TESSebs,Simbad
4629065,1,37.8741812835,-9.0594274498,24.995,12.186,10.853,1420.376121,0.001482496,11.794327,0.00089885413,0.279,0.028,0.227,1.0,0.03,0.219,0.5,0.04151,0.249,0.0003534,0.042,0.242,0.4999,TESSebs,Simbad
200440270,1,70.8966718559,-42.6758227821,7.208,20.85,10.111,1411.039053,0.0031222,1.0788761,7.778245e-08,0.604,0.096,0.068,0.9991,,,,0.3766,0.095,0.002009,0.143,0.014,0.5,TESSebs,Simbad
121078334,1,56.5986922922,-21.9721043002,53.818,-35.544,9.343,1411.632818,0.004457648,0.9285757,2.5446329e-06,0.643,0.115,0.047,0.9952,,,,0.234,0.081,4.726e-05,0.203,0.037,0.5,TESSebs,Simbad
301407485,1,53.1046925995,-3.3133600126,-30.019,-41.676,8.119,1411.193259,0.004036225,2.6641343,1.4855257e-05,0.53,0.083,0.359,1.001,0.076,0.063,0.501,0.1253,0.43,0.9999,0.128,0.11,0.4988,TESSebs,Simbad
200363295,1,77.0674925515,-44.817751671,21.336,96.493,8.934,1411.456689,0.01531909,0.7531866,5.2966396e-06,0.525,0.098,0.226,0.9937,,,,0.09957,0.236,0.01339,,,,TESSebs,Simbad
77158150,1,68.2564358832,-38.2833514112,24.331,25.287,7.644,1413.169859,0.0002858763,2.4869479,1.6708884e-05,0.466,0.063,0.235,1.0,0.063,0.161,0.5,0.09212,0.257,1.0,0.092,0.178,0.5001,TESSebs,Simbad
381167995,1,51.0645362924,1.3566585989,-2.906,-28.117,8.21,1411.654471,0.00082622,0.8242596,4.9240527e-05,0.668,0.2,0.257,1.0,0.213,0.054,0.503,0.3743,0.33,0.9991,,,,TESSebs,Simbad
144598282,1,53.0085786787,-27.0474786645,73.292,-33.752,11.518,1411.545416,0.000177524,0.6606694,1.0776208e-05,0.726,0.107,0.073,0.4823,,,,0.1691,0.11,0.4828,,,,TESSebs,Simbad
231809798,1,85.5307252437,-52.115072684,-43.272,59.763,12.46,1411.142801,7.939367e-05,0.9056737,7.1811576e-08,0.408,0.049,0.169,1.0,0.052,0.083,0.5,0.07441,0.182,0.9998,0.07,0.092,0.5002,TESSebs,Simbad
453828066,1,53.364874978,0.1196804413,12.214,-6.762,8.45,1413.734178,0.03170619,9.1345195,0.00037227465,0.248,0.038,0.086,1.003,0.017,0.014,0.448,0.05225,0.108,0.9999,,,,TESSebs,Simbad
461713146,1,59.742183881,-17.2295885559,24.082,10.807,9.344,1415.160808,0.0003089711,4.9792349,0.0001960472,0.59,0.112,0.49,1.0,0.106,0.182,0.501,0.1763,0.546,0.0001404,0.171,0.224,0.5025,TESSebs,Simbad
404477044,1,37.448942637,-13.2479796206,19.853,9.87,8.019,1412.747048,0.04000304,3.5517039,1.5532562e-05,0.448,0.059,0.145,0.9995,,,,0.07421,0.176,0.01029,,,,TESSebs,Simbad
35743561,1,39.8967084115,-0.2622725567,0.515,-5.868,11.406,1413.583282,0.000839435,2.7207961,0.00016548569,0.544,0.117,0.455,1.002,0.116,0.096,0.501,0.1773,0.512,0.002797,0.179,0.124,0.5015,TESSebs,Simbad
318887874,1,42.1511582644,1.8074677036,5.853,-4.698,9.711,1412.730492,0.00364439,2.9746798,0.00058821476,0.541,0.117,0.848,1.001,0.098,0.112,0.5,0.175,0.938,0.9994,0.201,0.146,0.499,TESSebs,Simbad
261332760,1,92.1939454271,-78.2565373118,3.049,1.048,11.285,1412.700661,0.000142091,5.6727335,7.2625927e-06,0.304,0.036,0.305,0.9999,0.036,0.253,0.5,0.04928,0.332,0.9999,0.052,0.273,0.4995,TESSebs,Simbad
77209028,1,68.9947295265,-38.69264713,22.6,31.8,10.323,1412.006309,4.710581e-05,1.1377695,2.2469681e-06,0.538,0.066,0.058,0.9996,0.069,0.034,0.499,0.08986,0.065,0.9996,0.119,0.037,0.4999,TESSebs,Simbad
301405723,1,52.9760428992,-1.6392895686,4.39,-0.234,11.173,1411.207668,9.653884e-05,0.9427072,2.4060694e-05,0.59,0.143,0.4,0.9998,0.151,0.045,0.501,0.2333,0.455,0.9999,0.221,0.082,0.5,TESSebs,Simbad
65448527,1,41.930768038,-25.26368673,26.47,-2.857,12.111,1411.002875,0.002568768,0.6678304,1.3951213e-06,0.74,0.135,0.074,0.9964,0.115,0.025,0.492,0.286,0.118,0.0003499,0.255,0.067,0.4998,TESSebs,Simbad
259701720,1,74.3737825293,-52.1460561372,7.986,3.024,9.469,1413.15026,0.06572018,3.972003,0.00012450782,0.528,0.099,0.742,0.9952,0.092,0.071,0.495,0.1171,0.794,0.008708,,,,TESSebs,Simbad
